,Team,Date,Rank
131,Oregon,20120903,8
132,Oklahoma,20120903,9
133,Ga Southern,20120903,10
134,Youngstown State,20120903,11
135,Boise State,20120903,12
136,Arkansas,20120903,13
137,Illinois State,20120903,14
138,Indiana State,20120903,15
139,Stanford,20120903,16
140,Wisconsin,20120903,17
141,Southern Utah,20120903,18
142,Montana State,20120903,19
143,South Carolina,20120903,20
144,Texas A&M,20120903,21
145,Maine,20120903,22
146,Wofford,20120903,23
147,USC,20120903,24
148,Georgia,20120903,25
149,Chattanooga,20120903,26
150,Eastern Washington,20120903,27
151,TCU,20120903,28
152,Michigan State,20120903,29
153,S Dakota State,20120903,30
154,James Madison,20120903,31
155,Missouri,20120903,32
156,Baylor,20120903,33
157,Towson,20120903,34
158,New Hampshire,20120903,35
159,Michigan,20120903,36
160,Florida State,20120903,37
161,Lehigh,20120903,38
162,Cal Poly SLO,20120903,39
163,Notre Dame,20120903,40
164,Auburn,20120903,41
165,Delaware,20120903,42
166,Southern Illinois,20120903,43
167,Texas,20120903,44
168,Houston,20120903,45
169,Weber State,20120903,46
170,Harvard,20120903,47
171,Florida,20120903,48
172,Kansas State,20120903,49
173,South Dakota,20120903,50
174,Old Dominion,20120903,51
175,Nebraska,20120903,52
176,Mississippi State,20120903,53
177,Appalachian State,20120903,54
178,Furman,20120903,55
179,West Virginia,20120903,56
180,Virginia Tech,20120903,57
181,Missouri State,20120903,58
182,Portland State,20120903,59
183,Southern Mississippi,20120903,60
184,Vanderbilt,20120903,61
185,Northern Arizona,20120903,62
186,SF Austin,20120903,63
187,Ohio State,20120903,64
188,Penn State,20120903,65
189,CSouthern Sacramento,20120903,66
190,Cent Arkansas,20120903,67
191,Clemson,20120903,68
192,California,20120903,69
193,Stony Brook,20120903,70
194,North Dakota,20120903,71
195,Tulsa,20120903,72
196,Cincinnati,20120903,73
197,Samford,20120903,74
198,William & Mary,20120903,75
199,Arizona State,20120903,76
200,Tennessee,20120903,77
201,Eastern Kentucky,20120903,78
202,UCentral Davis,20120903,79
203,Miami (Florida),20120903,80
204,BYU,20120903,81
205,Citadel,20120903,82
206,Liberty,20120903,83
207,Utah,20120903,84
208,Iowa,20120903,85
209,Western Illinois,20120903,86
210,Jacksonville State,20120903,87
211,North Carolina State,20120903,88
212,Louisiana Tech,20120903,89
213,Richmond,20120903,90
214,Murray State,20120903,91
215,Washington,20120903,92
216,Toledo,20120903,93
217,Tennessee Tech,20120903,94
218,Villanova,20120903,95
219,Rutgers,20120903,96
220,Texas Tech,20120903,97
221,Rhode Island,20120903,98
222,Albany NY,20120903,99
223,North Carolina,20120903,100
224,Iowa State,20120903,101
225,Holy Cross,20120903,102
226,Elon,20120903,103
227,Pittsburgh,20120903,104
228,Louisville,20120903,105
229,McNeese State,20120903,106
230,Brown,20120903,107
231,South Florida,20120903,108
232,Nevada,20120903,109
233,Northwestern LA,20120903,110
234,TNorthern Martin,20120903,111
235,Georgia Tech,20120903,112
236,Temple,20120903,113
237,Duquesne,20120903,114
238,Georgetown,20120903,115
239,SMU,20120903,116
240,Arizona,20120903,117
241,Coastal Car,20120903,118
242,Bethune-Cookman,20120903,119
243,Northwestern,20120903,120
244,Northern Illinois,20120903,121
245,Bucknell,20120903,122
246,Lafayette,20120903,123
247,Illinois,20120903,124
248,UCLA,20120908,1
249,Presbyterian,20120908,2
250,Colgate,20120908,3
251,Connecticut,20120908,4
252,Kentucky,20120908,5
253,Norfolk State,20120908,6
254,Eastern Illinois,20120908,7
255,Navy,20120908,8
256,Virginia,20120908,9
257,S Carolina State,20120908,10
258,Dartmouth,20120908,11
259,Boston College,20120908,12
260,Wake Forest,20120908,13
261,Yale,20120908,14
262,Penn,20120908,15
263,Air Force,20120908,16
264,Oregon State,20120908,17
265,Cornell,20120908,18
266,Tennessee State,20120908,19
267,UCF,20120908,20
268,San Diego State,20120908,21
269,Idaho State,20120908,22
270,Bryant,20120908,23
271,Purdue,20120908,24
272,Mississippi,20120908,25
273,Northern Colorado,20120908,26
274,SE Missouri State,20120908,27
275,Western Michigan,20120908,28
276,Utah State,20120908,29
277,SEastern Louisiana,20120908,30
278,Jackson State,20120908,31
279,Washington State,20120908,32
280,Ohio,20120908,33
281,Drake,20120908,34
282,Jacksonville,20120908,35
283,Minnesota,20120908,36
284,Syracuse,20120908,37
285,Monmouth NJ,20120908,38
286,Hampton,20120908,39
287,Arkansas State,20120908,40
288,Colorado,20120908,41
289,Florida A&M,20120908,42
290,Central Conn,20120908,43
291,Kansas,20120908,44
292,Fresno State,20120908,45
293,San Diego,20120908,46
294,Wagner,20120908,47
295,Marshall,20120908,48
296,Wyoming,20120908,49
297,Georgia State,20120908,50
298,Sacred Heart,20120908,51
299,East Carolina,20120908,52
300,San Jose State,20120908,53
301,NCentral A&T,20120908,54
302,Alabama State,20120908,55
303,Hawai'i,20120908,56
304,Maryland,20120908,57
305,Western Carolina,20120908,58
306,Miami (Ohio),20120908,59
307,Austin Peay,20120908,60
308,Duke,20120908,61
309,Gardner Webb,20120908,62
310,Dayton,20120908,63
311,UTEP,20120908,64
312,Bowling Green,20120908,65
313,Columbia,20120908,66
314,Robert Morris,20120908,67
315,Florida International,20120908,68
316,Rice,20120908,69
317,Lamar,20120908,70
318,Ball State,20120908,71
319,Grambling,20120908,72
320,Louisiana-Lafayette,20120908,73
321,Nicholls State,20120908,74
322,Fordham,20120908,75
323,Army,20120908,76
324,WKU,20120908,77
325,Princeton,20120908,78
326,Kent State,20120908,79
327,Morgan State,20120908,80
328,Eastern Michigan,20120908,81
329,Marist,20120908,82
330,VMI,20120908,83
331,Indiana,20120908,84
332,Louisiana-Monroe,20120908,85
333,Alabama A&M,20120908,86
334,Idaho,20120908,87
335,Howard,20120908,88
336,Campbell,20120908,89
337,New Mexico State,20120908,90
338,Central Michigan,20120908,91
339,St Francis PA,20120908,92
340,North Texas,20120908,93
341,Prairie View,20120908,94
342,UAB,20120908,95
343,Charleston So,20120908,96
344,Morehead State,20120908,97
345,Colorado State,20120908,98
346,Buffalo,20120908,99
347,Southern Univ,20120908,100
348,Butler,20120908,101
349,Troy,20120908,102
350,Massachusetts,20120908,103
351,Ark Pine Bluff,20120908,104
352,UNLV,20120908,105
353,NCentral Central,20120908,106
354,TX Southern,20120908,107
355,Tulane,20120908,108
356,Memphis,20120908,109
357,Davidson,20120908,110
358,Delaware State,20120908,111
359,Middle Tennessee,20120908,112
360,New Mexico,20120908,113
361,Alcorn State,20120908,114
362,MS Valley State,20120908,115
363,Texas State,20120908,116
364,Florida Atlantic,20120908,117
365,Savannah State,20120908,118
366,Valparaiso,20120908,119
367,Akron,20120908,120
368,South Alabama,20120908,121
369,UT San Antonio,20120908,122
370,USC,20120908,123
371,Alabama,20120908,124
372,LSU,20120915,1
373,Oklahoma,20120915,2
374,Oregon,20120915,3
375,Georgia,20120915,4
376,Florida State,20120915,5
377,Michigan,20120915,6
378,South Carolina,20120915,7
379,Arkansas,20120915,8
380,West Virginia,20120915,9
381,Wisconsin,20120915,10
382,Michigan State,20120915,11
383,Clemson,20120915,12
384,Texas,20120915,13
385,Virginia Tech,20120915,14
386,Nebraska,20120915,15
387,Ohio State,20120915,16
388,Oklahoma State,20120915,17
389,TCU,20120915,18
390,Stanford,20120915,19
391,Kansas State,20120915,20
392,Florida,20120915,21
393,Boise State,20120915,22
394,Louisville,20120915,23
395,Alabama,20120915,24
396,Villanova,20120915,25
397,New Hampshire,20120915,26
398,Oregon,20120915,27
399,TCU,20120915,28
400,William & Mary,20120915,29
401,Delaware,20120915,30
402,Florida,20120915,31
403,Ohio State,20120915,32
404,Appalachian State,20120915,33
405,Penn,20120915,34
406,Oklahoma,20120915,35
407,Boise State,20120915,36
408,James Madison,20120915,37
409,Richmond,20120915,38
410,Auburn,20120915,39
411,LSU,20120915,40
412,Harvard,20120915,41
413,Northern Iowa,20120915,42
414,Virginia Tech,20120915,43
415,Stanford,20120915,44
416,Lehigh,20120915,45
417,Montana,20120915,46
418,USC,20120915,47
419,Florida State,20120915,48
420,Brown,20120915,49
421,Liberty,20120915,50
422,Oklahoma State,20120915,51
423,Wisconsin,20120915,52
424,Ga Southern,20120915,53
425,Southern Illinois,20120915,54
426,Arkansas,20120915,55
427,Missouri,20120915,56
428,Elon,20120915,57
429,Colgate,20120915,58
430,Nebraska,20120915,59
431,Texas,20120915,60
432,Yale,20120915,61
433,N Dakota State,20120915,62
434,West Virginia,20120915,63
435,South Carolina,20120915,64
436,Wofford,20120915,65
437,Maine,20120915,66
438,Iowa,20120915,67
439,Georgia,20120915,68
440,Holy Cross,20120915,69
441,Eastern Washington,20120915,70
442,Clemson,20120915,71
443,Miami (Florida),20120915,72
444,S Dakota State,20120915,73
445,Furman,20120915,74
446,Penn State,20120915,75
447,Utah,20120915,76
448,Lafayette,20120915,77
449,Albany NY,20120915,78
450,Pittsburgh,20120915,79
451,Texas Tech,20120915,80
452,S Carolina State,20120915,81
453,Arizona,20120915,82
454,Robert Morris,20120915,83
455,Oregon State,20120915,84
456,Jacksonville State,20120915,85
457,Dayton,20120915,86
458,California,20120915,87
459,Tennessee,20120915,88
460,SF Austin,20120915,89
461,Central Conn,20120915,90
462,Notre Dame,20120915,91
463,North Carolina,20120915,92
464,Youngstown State,20120915,93
465,Stony Brook,20120915,94
466,Nevada,20120915,95
467,South Florida,20120915,96
468,Western Illinois,20120915,97
469,Northern Arizona,20120915,98
470,Arizona State,20120915,99
471,Boston College,20120915,100
472,Monmouth NJ,20120915,101
473,Michigan State,20120915,102
474,Fordham,20120915,103
475,BYU,20120915,104
476,Cal Poly SLO,20120915,105
477,Weber State,20120915,106
478,Mississippi State,20120915,107
479,Texas A&M,20120915,108
480,Columbia,20120915,109
481,North Carolina State,20120915,110
482,Montana State,20120915,111
483,Jacksonville,20120915,112
484,Georgia Tech,20120915,113
485,Cincinnati,20120915,114
486,Rhode Island,20120915,115
487,Coastal Car,20120915,116
488,Maryland,20120915,117
489,Air Force,20120915,118
490,Dartmouth,20120915,119
491,McNeese State,20120915,120
492,Connecticut,20120915,121
493,Navy,20120915,122
494,Bryant,20120915,123
495,CSouthern Sacramento,20120915,124
496,Illinois,20120922,1
497,Kentucky,20120922,2
498,Cent Arkansas,20120922,3
499,Grambling,20120922,4
500,Kansas State,20120922,5
501,Tulsa,20120922,6
502,Chattanooga,20120922,7
503,Old Dominion,20120922,8
504,Mississippi,20120922,9
505,Michigan,20120922,10
506,Duquesne,20120922,11
507,Bethune-Cookman,20120922,12
508,Louisville,20120922,13
509,UCF,20120922,14
510,Southern Utah,20120922,15
511,Samford,20120922,16
512,UCLA,20120922,17
513,Southern Mississippi,20120922,18
514,Missouri State,20120922,19
515,Illinois State,20120922,20
516,Washington,20120922,21
517,Northern Illinois,20120922,22
518,UCentral Davis,20120922,23
519,San Diego,20120922,24
520,Houston,20120922,25
521,Massachusetts,20120922,26
522,Wagner,20120922,27
523,Eastern Kentucky,20120922,28
524,Hawai'i,20120922,29
525,Baylor,20120922,30
526,South Dakota,20120922,31
527,Virginia,20120922,32
528,Princeton,20120922,33
529,Rutgers,20120922,34
530,Sam Houston State,20120922,35
531,Florida A&M,20120922,36
532,Northwestern,20120922,37
533,Wake Forest,20120922,38
534,Prairie View,20120922,39
535,Cornell,20120922,40
536,Colorado,20120922,41
537,Syracuse,20120922,42
538,Citadel,20120922,43
539,Drake,20120922,44
540,Troy,20120922,45
541,Fresno State,20120922,46
542,North Dakota,20120922,47
543,Towson,20120922,48
544,Iowa State,20120922,49
545,East Carolina,20120922,50
546,Hampton,20120922,51
547,Jackson State,20120922,52
548,Kansas,20120922,53
549,Purdue,20120922,54
550,Sacred Heart,20120922,55
551,SE Missouri State,20120922,56
552,San Diego State,20120922,57
553,Minnesota,20120922,58
554,Bucknell,20120922,59
555,Eastern Illinois,20120922,60
556,Temple,20120922,61
557,Western Michigan,20120922,62
558,Georgia State,20120922,63
559,Georgetown,20120922,64
560,Duke,20120922,65
561,Vanderbilt,20120922,66
562,Norfolk State,20120922,67
563,TNorthern Martin,20120922,68
564,Ohio,20120922,69
565,Central Michigan,20120922,70
566,Western Carolina,20120922,71
567,SMU,20120922,72
568,Murray State,20120922,73
569,Portland State,20120922,74
570,Louisiana Tech,20120922,75
571,Indiana,20120922,76
572,Tennessee Tech,20120922,77
573,Northern Colorado,20120922,78
574,Marshall,20120922,79
575,Arkansas State,20120922,80
576,Gardner Webb,20120922,81
577,Toledo,20120922,82
578,Marist,20120922,83
579,Nicholls State,20120922,84
580,Middle Tennessee,20120922,85
581,Army,20120922,86
582,TX Southern,20120922,87
583,Wyoming,20120922,88
584,Alabama State,20120922,89
585,Tennessee State,20120922,90
586,UAB,20120922,91
587,UTEP,20120922,92
588,Ark Pine Bluff,20120922,93
589,SEastern Louisiana,20120922,94
590,Florida International,20120922,95
591,Bowling Green,20120922,96
592,VMI,20120922,97
593,Delaware State,20120922,98
594,Kent State,20120922,99
595,Washington State,20120922,100
596,Indiana State,20120922,101
597,Colorado State,20120922,102
598,Alcorn State,20120922,103
599,Idaho,20120922,104
600,Alabama A&M,20120922,105
601,Morgan State,20120922,106
602,Ball State,20120922,107
603,Miami (Ohio),20120922,108
604,Northwestern LA,20120922,109
605,Louisiana-Monroe,20120922,110
606,Southern Univ,20120922,111
607,Lamar,20120922,112
608,UNLV,20120922,113
609,Florida Atlantic,20120922,114
610,Presbyterian,20120922,115
611,Utah State,20120922,116
612,Charleston So,20120922,117
613,Butler,20120922,118
614,Rice,20120922,119
615,Buffalo,20120922,120
616,St Francis PA,20120922,121
617,Morehead State,20120922,122
618,WKU,20120922,123
619,Louisiana-Lafayette,20120922,124
620,Davidson,20120929,1
621,San Jose State,20120929,2
622,Idaho State,20120929,3
623,North Texas,20120929,4
624,NCentral Central,20120929,5
625,Austin Peay,20120929,6
626,Tulane,20120929,7
627,Memphis,20120929,8
628,Campbell,20120929,9
629,New Mexico,20120929,10
630,NCentral A&T,20120929,11
631,Akron,20120929,12
632,Howard,20120929,13
633,MS Valley State,20120929,14
634,Texas State,20120929,15
635,New Mexico State,20120929,16
636,Savannah State,20120929,17
637,Valparaiso,20120929,18
638,Eastern Michigan,20120929,19
639,South Alabama,20120929,20
640,UT San Antonio,20120929,21
641,Alabama,20120929,22
642,LSU,20120929,23
643,Stanford,20120929,24
644,Oklahoma State,20120929,25
645,Boise State,20120929,26
646,Wisconsin,20120929,27
647,Oregon,20120929,28
648,Oklahoma,20120929,29
649,South Carolina,20120929,30
650,TCU,20120929,31
651,Georgia,20120929,32
652,Michigan State,20120929,33
653,Arkansas,20120929,34
654,Missouri,20120929,35
655,Florida State,20120929,36
656,Michigan,20120929,37
657,Houston,20120929,38
658,Texas A&M,20120929,39
659,Virginia Tech,20120929,40
660,West Virginia,20120929,41
661,USC,20120929,42
662,Southern Mississippi,20120929,43
663,Nevada,20120929,44
664,Mississippi State,20120929,45
665,Toledo,20120929,46
666,Baylor,20120929,47
667,Notre Dame,20120929,48
668,Kansas State,20120929,49
669,Illinois,20120929,50
670,Ohio State,20120929,51
671,Nebraska,20120929,52
672,BYU,20120929,53
673,Northern Illinois,20120929,54
674,North Carolina State,20120929,55
675,California,20120929,56
676,UCF,20120929,57
677,Tulsa,20120929,58
678,Temple,20120929,59
679,Utah,20120929,60
680,Arizona State,20120929,61
681,South Florida,20120929,62
682,San Diego State,20120929,63
683,Texas,20120929,64
684,Louisville,20120929,65
685,Iowa,20120929,66
686,Arkansas State,20120929,67
687,Georgia Tech,20120929,68
688,North Carolina,20120929,69
689,Cincinnati,20120929,70
690,Miami (Florida),20120929,71
691,Hawai'i,20120929,72
692,Clemson,20120929,73
693,Rutgers,20120929,74
694,Western Michigan,20120929,75
695,Auburn,20120929,76
696,Florida International,20120929,77
697,Ohio,20120929,78
698,Air Force,20120929,79
699,Utah State,20120929,80
700,Pittsburgh,20120929,81
701,Virginia,20120929,82
702,Florida,20120929,83
703,Louisiana Tech,20120929,84
704,SMU,20120929,85
705,Miami (Ohio),20120929,86
706,Penn State,20120929,87
707,Syracuse,20120929,88
708,Washington,20120929,89
709,Tennessee,20120929,90
710,Northwestern,20120929,91
711,Connecticut,20120929,92
712,Arizona,20120929,93
713,Vanderbilt,20120929,94
714,Navy,20120929,95
715,Texas Tech,20120929,96
716,Louisiana-Monroe,20120929,97
717,WKU,20120929,98
718,Kent State,20120929,99
719,Army,20120929,100
720,Purdue,20120929,101
721,Washington State,20120929,102
722,Wyoming,20120929,103
723,Iowa State,20120929,104
724,Louisiana-Lafayette,20120929,105
725,Wake Forest,20120929,106
726,East Carolina,20120929,107
727,Marshall,20120929,108
728,Boston College,20120929,109
729,Rice,20120929,110
730,Fresno State,20120929,111
731,Eastern Michigan,20120929,112
732,Kentucky,20120929,113
733,Maryland,20120929,114
734,North Texas,20120929,115
735,UTEP,20120929,116
736,Bowling Green,20120929,117
737,San Jose State,20120929,118
738,Ball State,20120929,119
739,Troy,20120929,120
740,UCLA,20120929,121
741,Buffalo,20120929,122
742,Tulane,20120929,123
743,New Mexico State,20120929,124
744,Idaho,20121006,1
745,Central Michigan,20121006,2
746,Duke,20121006,3
747,Oregon State,20121006,4
748,Minnesota,20121006,5
749,Colorado,20121006,6
750,Colorado State,20121006,7
751,Indiana,20121006,8
752,UAB,20121006,9
753,Middle Tennessee,20121006,10
754,Massachusetts,20121006,11
755,Mississippi,20121006,12
756,Memphis,20121006,13
757,Florida Atlantic,20121006,14
758,UNLV,20121006,15
759,Texas State,20121006,16
760,South Alabama,20121006,17
761,UT San Antonio,20121006,18
762,Akron,20121006,19
763,Kansas,20121006,20
764,New Mexico,20121006,21
765,Alabama,20121006,22
766,LSU,20121006,23
767,Oklahoma State,20121006,24
768,Oregon,20121006,25
769,Stanford,20121006,26
770,Arkansas,20121006,27
771,USC,20121006,28
772,Boise State,20121006,29
773,Oklahoma,20121006,30
774,Kansas State,20121006,31
775,South Carolina,20121006,32
776,Michigan,20121006,33
777,Michigan State,20121006,34
778,Houston,20121006,35
779,Baylor,20121006,36
780,Wisconsin,20121006,37
781,TCU,20121006,38
782,Virginia Tech,20121006,39
783,Nebraska,20121006,40
784,Southern Mississippi,20121006,41
785,West Virginia,20121006,42
786,Georgia,20121006,43
787,Clemson,20121006,44
788,Penn State,20121006,45
789,Auburn,20121006,46
790,Missouri,20121006,47
791,Florida State,20121006,48
792,Notre Dame,20121006,49
793,BYU,20121006,50
794,Cincinnati,20121006,51
795,Northern Illinois,20121006,52
796,Texas,20121006,53
797,Tulsa,20121006,54
798,Texas A&M,20121006,55
799,Utah,20121006,56
800,Georgia Tech,20121006,57
801,Washington,20121006,58
802,Arkansas State,20121006,59
803,Florida,20121006,60
804,Texas Tech,20121006,61
805,Virginia,20121006,62
806,Rutgers,20121006,63
807,Iowa State,20121006,64
808,Ohio State,20121006,65
809,North Carolina State,20121006,66
810,Mississippi State,20121006,67
811,Louisville,20121006,68
812,Ohio,20121006,69
813,Toledo,20121006,70
814,SMU,20121006,71
815,California,20121006,72
816,Iowa,20121006,73
817,North Carolina,20121006,74
818,Vanderbilt,20121006,75
819,Northwestern,20121006,76
820,Temple,20121006,77
821,Pittsburgh,20121006,78
822,Illinois,20121006,79
823,Air Force,20121006,80
824,Louisiana-Lafayette,20121006,81
825,San Diego State,20121006,82
826,Wake Forest,20121006,83
827,Miami (Florida),20121006,84
828,Wyoming,20121006,85
829,Marshall,20121006,86
830,Louisiana Tech,20121006,87
831,UCLA,20121006,88
832,Utah State,20121006,89
833,Arizona State,20121006,90
834,Nevada,20121006,91
835,Arizona,20121006,92
836,Kentucky,20121006,93
837,Purdue,20121006,94
838,South Florida,20121006,95
839,Tennessee,20121006,96
840,Boston College,20121006,97
841,Connecticut,20121006,98
842,Western Michigan,20121006,99
843,Kansas,20121006,100
844,Oregon State,20121006,101
845,UCF,20121006,102
846,Colorado,20121006,103
847,Syracuse,20121006,104
848,Duke,20121006,105
849,East Carolina,20121006,106
850,Bowling Green,20121006,107
851,WKU,20121006,108
852,Ball State,20121006,109
853,Florida International,20121006,110
854,Hawai'i,20121006,111
855,San Jose State,20121006,112
856,Maryland,20121006,113
857,Washington State,20121006,114
858,UTEP,20121006,115
859,Miami (Ohio),20121006,116
860,Navy,20121006,117
861,Mississippi,20121006,118
862,Rice,20121006,119
863,Kent State,20121006,120
864,Eastern Michigan,20121006,121
865,Army,20121006,122
866,Fresno State,20121006,123
867,North Texas,20121006,124
868,Troy,20121013,1
869,New Mexico State,20121013,2
870,UAB,20121013,3
871,Minnesota,20121013,4
872,Central Michigan,20121013,5
873,Louisiana-Monroe,20121013,6
874,Idaho,20121013,7
875,Memphis,20121013,8
876,Tulane,20121013,9
877,Middle Tennessee,20121013,10
878,Colorado State,20121013,11
879,Indiana,20121013,12
880,UNLV,20121013,13
881,Buffalo,20121013,14
882,Florida Atlantic,20121013,15
883,Akron,20121013,16
884,New Mexico,20121013,17
885,Massachusetts,20121013,18
886,South Alabama,20121013,19
887,UT San Antonio,20121013,20
888,Texas State,20121013,21
889,Oklahoma,20121013,22
890,West Virginia,20121013,23
891,Michigan,20121013,24
892,Oklahoma State,20121013,25
893,USC,20121013,26
894,Arkansas,20121013,27
895,Kansas State,20121013,28
896,Michigan State,20121013,29
897,Nebraska,20121013,30
898,Virginia Tech,20121013,31
899,South Carolina,20121013,32
900,Texas,20121013,33
901,Stanford,20121013,34
902,LSU,20121013,35
903,Baylor,20121013,36
904,Florida State,20121013,37
905,Florida,20121013,38
906,Auburn,20121013,39
907,Alabama,20121013,40
908,Oregon,20121013,41
909,TCU,20121013,42
910,Georgia,20121013,43
911,Clemson,20121013,44
912,BYU,20121013,45
913,Notre Dame,20121013,46
914,Utah,20121013,47
915,Wisconsin,20121013,48
916,Texas A&M,20121013,49
917,Missouri,20121013,50
918,Louisville,20121013,51
919,Boise State,20121013,52
920,Cincinnati,20121013,53
921,WKU,20121013,54
922,Rutgers,20121013,55
923,Tulsa,20121013,56
924,Southern Mississippi,20121013,57
925,Vanderbilt,20121013,58
926,Georgia Tech,20121013,59
927,Houston,20121013,60
928,Florida International,20121013,61
929,Louisiana Tech,20121013,62
930,Ohio,20121013,63
931,Tennessee,20121013,64
932,Texas Tech,20121013,65
933,Mississippi State,20121013,66
934,Purdue,20121013,67
935,North Carolina State,20121013,68
936,Washington,20121013,69
937,California,20121013,70
938,Marshall,20121013,71
939,Ohio State,20121013,72
940,South Florida,20121013,73
941,UCF,20121013,74
942,Illinois,20121013,75
943,Iowa State,20121013,76
944,Louisiana-Lafayette,20121013,77
945,Northern Illinois,20121013,78
946,Boston College,20121013,79
947,SMU,20121013,80
948,San Diego State,20121013,81
949,Eastern Michigan,20121013,82
950,Virginia,20121013,83
951,Temple,20121013,84
952,Bowling Green,20121013,85
953,Western Michigan,20121013,86
954,Iowa,20121013,87
955,Arkansas State,20121013,88
956,Nevada,20121013,89
957,UCLA,20121013,90
958,Toledo,20121013,91
959,Pittsburgh,20121013,92
960,North Carolina,20121013,93
961,Wyoming,20121013,94
962,Northwestern,20121013,95
963,Miami (Ohio),20121013,96
964,East Carolina,20121013,97
965,Kent State,20121013,98
966,Miami (Florida),20121013,99
967,Utah State,20121013,100
968,North Texas,20121013,101
969,Connecticut,20121013,102
970,Arizona,20121013,103
971,Duke,20121013,104
972,Central Michigan,20121013,105
973,Ball State,20121013,106
974,Oregon State,20121013,107
975,Syracuse,20121013,108
976,Penn State,20121013,109
977,Louisiana-Monroe,20121013,110
978,Wake Forest,20121013,111
979,Army,20121013,112
980,Kentucky,20121013,113
981,Buffalo,20121013,114
982,Troy,20121013,115
983,UTEP,20121013,116
984,Fresno State,20121013,117
985,Maryland,20121013,118
986,Colorado State,20121013,119
987,Minnesota,20121013,120
988,San Jose State,20121013,121
989,Washington State,20121013,122
990,Arizona State,20121013,123
991,Hawai'i,20121013,124
992,Air Force,20121020,1
993,Mississippi,20121020,2
994,Rice,20121020,3
995,Kansas,20121020,4
996,Navy,20121020,5
997,New Mexico State,20121020,6
998,Indiana,20121020,7
999,Tulane,20121020,8
1000,Colorado,20121020,9
1001,UNLV,20121020,10
1002,UT San Antonio,20121020,11
