,Team,Date,Rank
89,Navy,20080801,90
90,Iowa State,20080801,91
91,UTEP,20080801,92
92,San Diego State,20080801,93
93,Toledo,20080801,94
94,Buffalo,20080801,95
95,Memphis,20080801,96
96,Ohio,20080801,97
97,UNLV,20080801,98
98,Kent State,20080801,99
99,Tulane,20080801,100
100,Temple,20080801,101
101,Rice,20080801,102
102,WKU,20080801,103
103,San Jose State,20080801,104
104,Arkansas State,20080801,105
105,UAB,20080801,106
106,Akron,20080801,107
107,Colorado State,20080801,108
108,Louisiana Tech,20080801,109
109,Louisiana-Lafayette,20080801,110
110,Duke,20080801,111
111,Eastern Michigan,20080801,112
112,Northern Illinois,20080801,113
113,North Texas,20080801,114
114,New Mexico State,20080801,115
115,Idaho,20080801,116
116,Utah State,20080801,117
117,SMU,20080801,118
118,Army,20080801,119
119,Florida International,20080801,120
120,USC,20080901,1
121,Appalachian State,20080901,2
122,James Madison,20080901,3
123,LSU,20080901,4
124,Ohio State,20080901,5
125,Massachusetts,20080901,6
126,N Dakota State,20080901,7
127,Florida,20080901,8
128,Virginia Tech,20080901,9
129,Northern Iowa,20080901,10
130,Southern Illinois,20080901,11
131,Georgia,20080901,12
132,West Virginia,20080901,13
133,Delaware,20080901,14
134,New Hampshire,20080901,15
135,Oklahoma,20080901,16
136,Michigan,20080901,17
137,Montana,20080901,18
138,Richmond,20080901,19
139,Auburn,20080901,20
140,Oregon,20080901,21
141,Eastern Washington,20080901,22
142,North Dakota,20080901,23
143,Texas,20080901,24
144,Tennessee,20080901,25
145,Youngstown State,20080901,26
146,Villanova,20080901,27
147,California,20080901,28
148,Oregon State,20080901,29
149,Cal Poly SLO,20080901,30
150,S Dakota State,20080901,31
151,Arkansas,20080901,32
152,Boston College,20080901,33
153,Furman,20080901,34
154,Wofford,20080901,35
155,Clemson,20080901,36
156,Louisville,20080901,37
157,Ga Southern,20080901,38
158,Hofstra,20080901,39
159,Missouri,20080901,40
160,UCLA,20080901,41
161,Northeastern,20080901,42
162,UCentral Davis,20080901,43
163,Arizona State,20080901,44
164,Penn State,20080901,45
165,McNeese State,20080901,46
166,Illinois State,20080901,47
167,South Carolina,20080901,48
168,Florida State,20080901,49
169,Maine,20080901,50
170,Portland State,20080901,51
171,Wisconsin,20080901,52
172,BYU,20080901,53
173,Western Illinois,20080901,54
174,Northern Arizona,20080901,55
175,Kansas,20080901,56
176,Wake Forest,20080901,57
177,South Dakota,20080901,58
178,Montana State,20080901,59
179,Alabama,20080901,60
180,South Florida,20080901,61
181,William & Mary,20080901,62
182,Harvard,20080901,63
183,Arizona,20080901,64
184,Texas Tech,20080901,65
185,Citadel,20080901,66
186,Yale,20080901,67
187,Maryland,20080901,68
188,Notre Dame,20080901,69
189,Rhode Island,20080901,70
190,Towson,20080901,71
191,Cincinnati,20080901,72
192,Washington State,20080901,73
193,Elon,20080901,74
194,Cent Arkansas,20080901,75
195,Kentucky,20080901,76
196,Utah,20080901,77
197,Weber State,20080901,78
198,Sam Houston State,20080901,79
199,Georgia Tech,20080901,80
200,Washington,20080901,81
201,Northwestern LA,20080901,82
202,Missouri State,20080901,83
203,Oklahoma State,20080901,84
204,Texas A&M,20080901,85
205,Eastern Kentucky,20080901,86
206,Texas State,20080901,87
207,Miami (Florida),20080901,88
208,Rutgers,20080901,89
209,Chattanooga,20080901,90
210,CSouthern Sacramento,20080901,91
211,Nebraska,20080901,92
212,Virginia,20080901,93
213,Lehigh,20080901,94
214,Idaho State,20080901,95
215,Michigan State,20080901,96
216,TCU,20080901,97
217,Nicholls State,20080901,98
218,Penn,20080901,99
219,Boise State,20080901,100
220,Pittsburgh,20080901,101
221,Southern Utah,20080901,102
222,Holy Cross,20080901,103
223,Purdue,20080901,104
224,Vanderbilt,20080901,105
225,Eastern Illinois,20080901,106
226,Lafayette,20080901,107
227,Iowa,20080901,108
228,Kansas State,20080901,109
229,Colgate,20080901,110
230,Western Carolina,20080901,111
231,Colorado,20080901,112
232,Connecticut,20080901,113
233,Brown,20080901,114
234,S Carolina State,20080901,115
235,Illinois,20080901,116
236,North Carolina State,20080901,117
237,Princeton,20080901,118
238,Hampton,20080901,119
239,Stanford,20080901,120
240,Mississippi State,20080906,1
241,Liberty,20080906,2
242,SF Austin,20080906,3
243,North Carolina,20080906,4
244,Hawai'i,20080906,5
245,Jacksonville State,20080906,6
246,SEastern Louisiana,20080906,7
247,Air Force,20080906,8
248,Minnesota,20080906,9
249,Northern Colorado,20080906,10
250,Coastal Car,20080906,11
251,Mississippi,20080906,12
252,Fresno State,20080906,13
253,Grambling,20080906,14
254,Dartmouth,20080906,15
255,Navy,20080906,16
256,Northwestern,20080906,17
257,San Diego,20080906,18
258,Cornell,20080906,19
259,New Mexico,20080906,20
260,Indiana,20080906,21
261,Delaware State,20080906,22
262,TNorthern Martin,20080906,23
263,Tulsa,20080906,24
264,Southern Mississippi,20080906,25
265,Albany NY,20080906,26
266,Fordham,20080906,27
267,Troy,20080906,28
268,Iowa State,20080906,29
269,Alabama A&M,20080906,30
270,Stony Brook,20080906,31
271,UCF,20080906,32
272,East Carolina,20080906,33
273,Southern Univ,20080906,34
274,Jackson State,20080906,35
275,Wyoming,20080906,36
276,Syracuse,20080906,37
277,Gardner Webb,20080906,38
278,Tennessee State,20080906,39
279,Colorado State,20080906,40
280,Houston,20080906,41
281,Bucknell,20080906,42
282,Presbyterian,20080906,43
283,Central Michigan,20080906,44
284,San Diego State,20080906,45
285,Alabama State,20080906,46
286,Indiana State,20080906,47
287,Nevada,20080906,48
288,Duke,20080906,49
289,Dayton,20080906,50
290,Ark Pine Bluff,20080906,51
291,Ball State,20080906,52
292,Middle Tennessee,20080906,53
293,Tennessee Tech,20080906,54
294,Florida A&M,20080906,55
295,Baylor,20080906,56
296,Marshall,20080906,57
297,Samford,20080906,58
298,Norfolk State,20080906,59
299,Western Michigan,20080906,60
300,Bowling Green,20080906,61
301,Morgan State,20080906,62
302,Columbia,20080906,63
303,Louisiana-Monroe,20080906,64
304,Florida Atlantic,20080906,65
305,Bethune-Cookman,20080906,66
306,Monmouth NJ,20080906,67
307,Miami (Ohio),20080906,68
308,San Jose State,20080906,69
309,SE Missouri State,20080906,70
310,Alcorn State,20080906,71
311,Northern Illinois,20080906,72
312,UNLV,20080906,73
313,W Salem State,20080906,74
314,Murray State,20080906,75
315,Memphis,20080906,76
316,Toledo,20080906,77
317,Charleston So,20080906,78
318,Howard,20080906,79
319,Ohio,20080906,80
320,UAB,20080906,81
321,Drake,20080906,82
322,Prairie View,20080906,83
323,UTEP,20080906,84
324,Louisiana Tech,20080906,85
325,VMI,20080906,86
326,Central Conn,20080906,87
327,Akron,20080906,88
328,SMU,20080906,89
329,Georgetown,20080906,90
330,MS Valley State,20080906,91
331,Louisiana-Lafayette,20080906,92
332,Rice,20080906,93
333,NCentral Central,20080906,94
334,Robert Morris,20080906,95
335,Tulane,20080906,96
336,Arkansas State,20080906,97
337,TX Southern,20080906,98
338,Duquesne,20080906,99
339,Army,20080906,100
340,Eastern Michigan,20080906,101
341,Austin Peay,20080906,102
342,Morehead State,20080906,103
343,Kent State,20080906,104
344,Utah State,20080906,105
345,Davidson,20080906,106
346,NCentral A&T,20080906,107
347,North Texas,20080906,108
348,WKU,20080906,109
349,Wagner,20080906,110
350,Jacksonville,20080906,111
351,New Mexico State,20080906,112
352,Temple,20080906,113
353,Marist,20080906,114
354,St Francis PA,20080906,115
355,Buffalo,20080906,116
356,Idaho,20080906,117
357,Sacred Heart,20080906,118
358,Bryant,20080906,119
359,Florida International,20080906,120
360,Iona,20080913,1
361,Butler,20080913,2
362,Valparaiso,20080913,3
363,Savannah State,20080913,4
364,Campbell,20080913,5
365,Georgia,20080913,6
366,Ohio State,20080913,7
367,USC,20080913,8
368,Oklahoma,20080913,9
369,Florida,20080913,10
370,Missouri,20080913,11
371,LSU,20080913,12
372,West Virginia,20080913,13
373,Clemson,20080913,14
374,Auburn,20080913,15
375,Texas,20080913,16
376,Texas Tech,20080913,17
377,Wisconsin,20080913,18
378,Kansas,20080913,19
379,Arizona State,20080913,20
380,BYU,20080913,21
381,Virginia Tech,20080913,22
382,Tennessee,20080913,23
383,South Florida,20080913,24
384,Illinois,20080913,25
385,Oregon,20080913,26
386,Penn State,20080913,27
387,Wake Forest,20080913,28
388,Alabama,20080913,29
389,Pittsburgh,20080913,30
390,LSU,20080913,31
391,West Virginia,20080913,32
392,Florida,20080913,33
393,USC,20080913,34
394,Oklahoma,20080913,35
395,Ohio State,20080913,36
396,Missouri,20080913,37
397,Kansas,20080913,38
398,Clemson,20080913,39
399,BYU,20080913,40
400,Virginia Tech,20080913,41
401,Cincinnati,20080913,42
402,Georgia,20080913,43
403,Arkansas,20080913,44
404,South Florida,20080913,45
405,Oregon,20080913,46
406,Oregon State,20080913,47
407,Boston College,20080913,48
408,Michigan,20080913,49
409,Wake Forest,20080913,50
410,Arizona State,20080913,51
411,Tennessee,20080913,52
412,Texas,20080913,53
413,Boise State,20080913,54
414,Rutgers,20080913,55
415,Auburn,20080913,56
416,Utah,20080913,57
417,Hawai'i,20080913,58
418,Kentucky,20080913,59
419,Penn State,20080913,60
420,California,20080913,61
421,Oklahoma State,20080913,62
422,Texas Tech,20080913,63
423,Wisconsin,20080913,64
424,Air Force,20080913,65
425,Illinois,20080913,66
426,TCU,20080913,67
427,Louisville,20080913,68
428,Connecticut,20080913,69
429,Arizona,20080913,70
430,Virginia,20080913,71
431,Texas A&M,20080913,72
432,UCLA,20080913,73
433,Florida State,20080913,74
434,Alabama,20080913,75
435,Georgia Tech,20080913,76
436,South Carolina,20080913,77
437,Maryland,20080913,78
438,Troy,20080913,79
439,East Carolina,20080913,80
440,Purdue,20080913,81
441,New Mexico,20080913,82
442,Michigan State,20080913,83
443,Kansas State,20080913,84
444,Pittsburgh,20080913,85
445,UCF,20080913,86
446,Houston,20080913,87
447,Tulsa,20080913,88
448,Washington State,20080913,89
449,Navy,20080913,90
450,Vanderbilt,20080913,91
451,Ball State,20080913,92
452,Florida Atlantic,20080913,93
453,Iowa,20080913,94
454,Central Michigan,20080913,95
455,Mississippi State,20080913,96
456,Southern Mississippi,20080913,97
457,Nevada,20080913,98
458,Indiana,20080913,99
459,WKU,20080913,100
460,Nebraska,20080913,101
461,San Jose State,20080913,102
462,Middle Tennessee,20080913,103
463,Fresno State,20080913,104
464,Ohio,20080913,105
465,Louisiana-Monroe,20080913,106
466,Colorado,20080913,107
467,Western Michigan,20080913,108
468,Miami (Florida),20080913,109
469,Wyoming,20080913,110
470,Washington,20080913,111
471,Bowling Green,20080913,112
472,Notre Dame,20080913,113
473,North Carolina,20080913,114
474,UTEP,20080913,115
475,Buffalo,20080913,116
476,Arkansas State,20080913,117
477,Colorado State,20080913,118
478,Kent State,20080913,119
479,Northwestern,20080913,120
480,Akron,20080920,1
481,Memphis,20080920,2
482,Mississippi,20080920,3
483,Rice,20080920,4
484,Marshall,20080920,5
485,Miami (Ohio),20080920,6
486,Tulane,20080920,7
487,North Carolina State,20080920,8
488,Toledo,20080920,9
489,New Mexico State,20080920,10
490,San Diego State,20080920,11
491,UNLV,20080920,12
492,Eastern Michigan,20080920,13
493,Temple,20080920,14
494,SMU,20080920,15
495,Louisiana-Lafayette,20080920,16
496,Stanford,20080920,17
497,Louisiana Tech,20080920,18
498,Minnesota,20080920,19
499,Syracuse,20080920,20
500,Northern Illinois,20080920,21
501,Duke,20080920,22
502,Iowa State,20080920,23
503,Idaho,20080920,24
504,Army,20080920,25
505,UAB,20080920,26
506,Utah State,20080920,27
507,Baylor,20080920,28
508,North Texas,20080920,29
509,Florida International,20080920,30
510,LSU,20080920,31
511,Kansas,20080920,32
512,USC,20080920,33
513,Ohio State,20080920,34
514,West Virginia,20080920,35
515,Georgia,20080920,36
516,Missouri,20080920,37
517,Hawai'i,20080920,38
518,Virginia Tech,20080920,39
519,Oklahoma,20080920,40
520,Texas,20080920,41
521,Arizona State,20080920,42
522,Boston College,20080920,43
523,Illinois,20080920,44
524,BYU,20080920,45
525,Tennessee,20080920,46
526,Michigan,20080920,47
527,Wisconsin,20080920,48
528,Florida,20080920,49
529,Oregon State,20080920,50
530,Cincinnati,20080920,51
531,Auburn,20080920,52
532,Arkansas,20080920,53
533,Oregon,20080920,54
534,Wake Forest,20080920,55
535,Connecticut,20080920,56
536,Clemson,20080920,57
537,Boise State,20080920,58
538,Penn State,20080920,59
539,Texas Tech,20080920,60
540,Virginia,20080920,61
541,Kentucky,20080920,62
542,South Florida,20080920,63
543,Utah,20080920,64
544,Florida State,20080920,65
545,Michigan State,20080920,66
546,Texas A&M,20080920,67
547,Louisville,20080920,68
548,Mississippi State,20080920,69
549,Rutgers,20080920,70
550,Oklahoma State,20080920,71
551,TCU,20080920,72
552,Arizona,20080920,73
553,New Mexico,20080920,74
554,Maryland,20080920,75
555,California,20080920,76
556,Fresno State,20080920,77
557,Air Force,20080920,78
558,UCLA,20080920,79
559,Georgia Tech,20080920,80
560,South Carolina,20080920,81
561,UCF,20080920,82
562,Tulsa,20080920,83
563,Navy,20080920,84
564,Purdue,20080920,85
565,East Carolina,20080920,86
566,Florida Atlantic,20080920,87
567,Alabama,20080920,88
568,Nebraska,20080920,89
569,Northwestern,20080920,90
570,Washington State,20080920,91
571,Indiana,20080920,92
572,Houston,20080920,93
573,Colorado,20080920,94
574,Notre Dame,20080920,95
575,Washington,20080920,96
576,Troy,20080920,97
577,Kansas State,20080920,98
578,Stanford,20080920,99
579,Miami (Florida),20080920,100
580,Central Michigan,20080920,101
581,Iowa,20080920,102
582,Pittsburgh,20080920,103
583,Vanderbilt,20080920,104
584,Ball State,20080920,105
585,North Carolina,20080920,106
586,Iowa State,20080920,107
587,San Jose State,20080920,108
588,North Carolina State,20080920,109
589,Nevada,20080920,110
590,Memphis,20080920,111
591,Wyoming,20080920,112
592,Bowling Green,20080920,113
593,Southern Mississippi,20080920,114
594,Louisiana Tech,20080920,115
595,Baylor,20080920,116
596,Ohio,20080920,117
597,UTEP,20080920,118
598,Western Michigan,20080920,119
599,Mississippi,20080920,120
600,San Diego State,20080927,1
601,Toledo,20080927,2
602,Minnesota,20080927,3
603,Buffalo,20080927,4
604,Miami (Ohio),20080927,5
605,Temple,20080927,6
606,Syracuse,20080927,7
607,Akron,20080927,8
608,Colorado State,20080927,9
609,Eastern Michigan,20080927,10
610,Kent State,20080927,11
611,Louisiana-Monroe,20080927,12
612,Middle Tennessee,20080927,13
613,Marshall,20080927,14
614,Tulane,20080927,15
615,Arkansas State,20080927,16
616,UNLV,20080927,17
617,New Mexico State,20080927,18
618,Rice,20080927,19
619,SMU,20080927,20
620,Louisiana-Lafayette,20080927,21
621,Northern Illinois,20080927,22
622,Army,20080927,23
623,Utah State,20080927,24
624,Duke,20080927,25
625,Florida International,20080927,26
626,UAB,20080927,27
627,Idaho,20080927,28
628,North Texas,20080927,29
629,WKU,20080927,30
630,LSU,20080927,31
631,Appalachian State,20080927,32
632,Northern Iowa,20080927,33
633,West Virginia,20080927,34
634,Missouri,20080927,35
635,Massachusetts,20080927,36
636,Richmond,20080927,37
637,Kansas,20080927,38
638,Georgia,20080927,39
639,N Dakota State,20080927,40
640,Delaware,20080927,41
641,USC,20080927,42
642,Oklahoma,20080927,43
643,Southern Illinois,20080927,44
644,James Madison,20080927,45
645,Ohio State,20080927,46
646,Florida,20080927,47
647,McNeese State,20080927,48
648,Villanova,20080927,49
649,Virginia Tech,20080927,50
650,Oregon,20080927,51
651,Wofford,20080927,52
652,Yale,20080927,53
653,Arizona State,20080927,54
654,Tennessee,20080927,55
655,Montana,20080927,56
656,Elon,20080927,57
657,BYU,20080927,58
658,Boston College,20080927,59
659,New Hampshire,20080927,60
660,Ga Southern,20080927,61
661,Texas,20080927,62
662,Cincinnati,20080927,63
663,Eastern Washington,20080927,64
664,Youngstown State,20080927,65
665,South Florida,20080927,66
666,Auburn,20080927,67
667,S Dakota State,20080927,68
668,Hofstra,20080927,69
669,Clemson,20080927,70
670,Oregon State,20080927,71
671,Harvard,20080927,72
672,Dayton,20080927,73
673,Michigan,20080927,74
674,Kentucky,20080927,75
675,Eastern Kentucky,20080927,76
676,Citadel,20080927,77
677,Illinois,20080927,78
678,Hawai'i,20080927,79
679,Furman,20080927,80
680,Delaware State,20080927,81
681,Penn State,20080927,82
682,Wake Forest,20080927,83
683,Grambling,20080927,84
684,S Carolina State,20080927,85
685,Connecticut,20080927,86
686,Utah,20080927,87
687,Holy Cross,20080927,88
688,Western Illinois,20080927,89
689,Arkansas,20080927,90
690,Wisconsin,20080927,91
691,Jackson State,20080927,92
692,Southern Univ,20080927,93
693,Texas Tech,20080927,94
694,Virginia,20080927,95
695,Liberty,20080927,96
696,Norfolk State,20080927,97
697,Boise State,20080927,98
698,UCF,20080927,99
699,Fordham,20080927,100
700,Colgate,20080927,101
701,California,20080927,102
702,Rutgers,20080927,103
703,North Dakota,20080927,104
704,Alabama A&M,20080927,105
705,South Carolina,20080927,106
706,Air Force,20080927,107
707,San Diego,20080927,108
708,Albany NY,20080927,109
709,Alabama,20080927,110
710,Mississippi State,20080927,111
711,Eastern Illinois,20080927,112
712,Prairie View,20080927,113
713,Oklahoma State,20080927,114
714,UCLA,20080927,115
715,Cal Poly SLO,20080927,116
716,Northern Arizona,20080927,117
717,Michigan State,20080927,118
718,Texas A&M,20080927,119
719,Sam Houston State,20080927,120
720,William & Mary,20081011,1
721,Florida State,20081011,2
722,Troy,20081011,3
723,Illinois State,20081011,4
724,Lafayette,20081011,5
725,Purdue,20081011,6
726,New Mexico,20081011,7
727,Hampton,20081011,8
728,Missouri State,20081011,9
729,Tulsa,20081011,10
730,TCU,20081011,11
731,Cent Arkansas,20081011,12
732,UCentral Davis,20081011,13
733,Louisville,20081011,14
734,Fresno State,20081011,15
735,Northeastern,20081011,16
736,Lehigh,20081011,17
737,East Carolina,20081011,18
738,Maryland,20081011,19
739,Stony Brook,20081011,20
740,Jacksonville State,20081011,21
741,Georgia Tech,20081011,22
742,Arizona,20081011,23
743,Maine,20081011,24
744,Montana State,20081011,25
745,Colorado,20081011,26
746,Vanderbilt,20081011,27
747,Brown,20081011,28
748,Towson,20081011,29
749,Nebraska,20081011,30
750,Kansas State,20081011,31
751,Rhode Island,20081011,32
752,W Salem State,20081011,33
753,Indiana,20081011,34
754,Florida Atlantic,20081011,35
755,Nicholls State,20081011,36
756,Gardner Webb,20081011,37
757,Pittsburgh,20081011,38
758,Navy,20081011,39
759,Chattanooga,20081011,40
760,Weber State,20081011,41
761,Washington,20081011,42
762,Washington State,20081011,43
763,Penn,20081011,44
764,Cornell,20081011,45
765,North Carolina State,20081011,46
766,Houston,20081011,47
767,Morehead State,20081011,48
768,Coastal Car,20081011,49
769,Iowa,20081011,50
770,Central Michigan,20081011,51
771,Tennessee State,20081011,52
772,Alabama State,20081011,53
773,Bowling Green,20081011,54
774,Ball State,20081011,55
775,Ark Pine Bluff,20081011,56
776,Morgan State,20081011,57
777,Southern Mississippi,20081011,58
778,Northwestern,20081011,59
779,Austin Peay,20081011,60
780,Western Carolina,20081011,61
781,Miami (Florida),20081011,62
782,North Carolina,20081011,63
783,CSouthern Sacramento,20081011,64
784,Davidson,20081011,65
785,Stanford,20081011,66
786,Wyoming,20081011,67
787,TNorthern Martin,20081011,68
788,Northwestern LA,20081011,69
789,Louisiana-Monroe,20081011,70
790,Mississippi,20081011,71
791,Princeton,20081011,72
792,Texas State,20081011,73
793,Nevada,20081011,74
794,Middle Tennessee,20081011,75
795,Portland State,20081011,76
796,Drake,20081011,77
797,Notre Dame,20081011,78
798,San Diego State,20081011,79
799,Bethune-Cookman,20081011,80
800,Dartmouth,20081011,81
801,Ohio,20081011,82
802,Western Michigan,20081011,83
803,SEastern Louisiana,20081011,84
804,Central Conn,20081011,85
805,Memphis,20081011,86
806,Iowa State,20081011,87
807,Monmouth NJ,20081011,88
808,Wagner,20081011,89
809,Miami (Ohio),20081011,90
810,Arkansas State,20081011,91
811,Howard,20081011,92
812,Tennessee Tech,20081011,93
813,Colorado State,20081011,94
814,Louisiana Tech,20081011,95
815,Florida A&M,20081011,96
816,Samford,20081011,97
817,Buffalo,20081011,98
818,San Jose State,20081011,99
819,Charleston So,20081011,100
820,Idaho State,20081011,101
821,Toledo,20081011,102
822,Akron,20081011,103
823,Presbyterian,20081011,104
824,Alcorn State,20081011,105
825,Syracuse,20081011,106
826,UTEP,20081011,107
827,Robert Morris,20081011,108
828,Bucknell,20081011,109
829,Marshall,20081011,110
830,Eastern Michigan,20081011,111
831,Southern Utah,20081011,112
832,MS Valley State,20081011,113
833,Baylor,20081011,114
834,Minnesota,20081011,115
835,SE Missouri State,20081011,116
836,Duquesne,20081011,117
837,WKU,20081011,118
838,UNLV,20081011,119
839,NCentral Central,20081011,120
840,Murray State,20081018,1
841,Temple,20081018,2
842,Tulane,20081018,3
843,Northern Colorado,20081018,4
844,Columbia,20081018,5
845,Army,20081018,6
846,Duke,20081018,7
847,Iona,20081018,8
848,South Dakota,20081018,9
849,Louisiana-Lafayette,20081018,10
850,New Mexico State,20081018,11
851,VMI,20081018,12
852,Georgetown,20081018,13
853,Kent State,20081018,14
854,Utah State,20081018,15
855,Jacksonville,20081018,16
856,Valparaiso,20081018,17
857,Rice,20081018,18
858,UAB,20081018,19
859,SF Austin,20081018,20
860,St Francis PA,20081018,21
861,Northern Illinois,20081018,22
862,North Texas,20081018,23
863,Indiana State,20081018,24
864,TX Southern,20081018,25
865,SMU,20081018,26
866,Florida International,20081018,27
867,NCentral A&T,20081018,28
868,Marist,20081018,29
869,Idaho,20081018,30
870,Butler,20081018,31
871,Sacred Heart,20081018,32
872,Bryant,20081018,33
873,Savannah State,20081018,34
874,Campbell,20081018,35
875,Ohio State,20081018,36
876,Georgia,20081018,37
877,USC,20081018,38
878,Kansas,20081018,39
879,Florida,20081018,40
880,LSU,20081018,41
881,Missouri,20081018,42
882,Texas,20081018,43
883,Oklahoma,20081018,44
884,Oregon,20081018,45
885,South Florida,20081018,46
886,Tennessee,20081018,47
887,West Virginia,20081018,48
888,Auburn,20081018,49
889,Texas Tech,20081018,50
890,Wisconsin,20081018,51
891,Cincinnati,20081018,52
892,Oregon State,20081018,53
893,Penn State,20081018,54
894,Boston College,20081018,55
895,BYU,20081018,56
896,Virginia Tech,20081018,57
897,Wake Forest,20081018,58
898,Clemson,20081018,59
899,Utah,20081018,60
900,Arizona State,20081018,61
901,Fresno State,20081018,62
902,Boise State,20081018,63
903,Alabama,20081018,64
904,Kentucky,20081018,65
905,Connecticut,20081018,66
906,South Carolina,20081018,67
907,TCU,20081018,68
908,New Mexico,20081018,69
909,East Carolina,20081018,70
910,Michigan State,20081018,71
911,Michigan,20081018,72
912,Florida Atlantic,20081018,73
913,Hawai'i,20081018,74
914,California,20081018,75
915,Rutgers,20081018,76
916,Troy,20081018,77
917,UCF,20081018,78
918,Mississippi State,20081018,79
919,Illinois,20081018,80
920,Tulsa,20081018,81
921,Maryland,20081018,82
922,Florida State,20081018,83
923,Virginia,20081018,84
924,Louisville,20081018,85
925,Purdue,20081018,86
926,Pittsburgh,20081018,87
927,Central Michigan,20081018,88
928,Arkansas,20081018,89
929,Oklahoma State,20081018,90
930,Arizona,20081018,91
931,UCLA,20081018,92
932,Indiana,20081018,93
933,Bowling Green,20081018,94
934,Texas A&M,20081018,95
935,Western Michigan,20081018,96
936,Temple,20081018,97
937,Houston,20081018,98
938,Ball State,20081018,99
939,Colorado,20081018,100
940,Iowa,20081018,101
941,Buffalo,20081018,102
942,North Carolina,20081018,103
943,Nevada,20081018,104
944,Stanford,20081018,105
945,Nebraska,20081018,106
946,Wyoming,20081018,107
947,Northwestern,20081018,108
948,Vanderbilt,20081018,109
949,Ohio,20081018,110
950,Miami (Ohio),20081018,111
951,Louisiana-Monroe,20081018,112
952,Toledo,20081018,113
953,Washington State,20081018,114
954,Air Force,20081018,115
955,Notre Dame,20081018,116
956,Washington,20081018,117
957,Southern Mississippi,20081018,118
958,Kansas State,20081018,119
959,Georgia Tech,20081018,120
960,Marshall,20081026,1
961,Miami (Florida),20081026,2
962,Mississippi,20081026,3
963,WKU,20081026,4
964,Tulane,20081026,5
965,Eastern Michigan,20081026,6
966,Memphis,20081026,7
967,UTEP,20081026,8
968,Navy,20081026,9
969,San Jose State,20081026,10
970,Louisiana Tech,20081026,11
971,Middle Tennessee,20081026,12
972,Akron,20081026,13
973,Northern Illinois,20081026,14
974,Rice,20081026,15
975,Minnesota,20081026,16
976,Arkansas State,20081026,17
977,Kent State,20081026,18
978,Utah State,20081026,19
979,New Mexico State,20081026,20
980,Colorado State,20081026,21
981,Louisiana-Lafayette,20081026,22
982,San Diego State,20081026,23
983,UNLV,20081026,24
984,North Carolina State,20081026,25
985,Iowa State,20081026,26
986,Baylor,20081026,27
987,UAB,20081026,28
988,Duke,20081026,29
989,Idaho,20081026,30
990,Syracuse,20081026,31
991,SMU,20081026,32
992,North Texas,20081026,33
993,Florida International,20081026,34
994,Army,20081026,35
995,Ohio State,20081026,36
996,Missouri,20081026,37
997,USC,20081026,38
998,South Carolina,20081026,39
999,North Carolina,20081026,40
1000,Florida,20081026,41
1001,Oklahoma,20081026,42
1002,Auburn,20081026,43
1003,California,20081026,44
1004,Virginia Tech,20081026,45
